image name;label
cam1_f2023-06-01T10:30:16.174Z.jpg_8.png;Stage-2_Formwork-1
cam1_f2023-06-01T10:30:16.174Z.jpg_9.png;Stage-1_Rebar
cam1_f2023-06-02T10:30:18.043Z.jpg_0.png;Stage-2_Formwork-1
cam1_f2023-06-02T10:30:18.043Z.jpg_1.png;Stage-2_Formwork-1
cam1_f2023-06-02T10:30:18.043Z.jpg_2.png;Stage-2_Formwork-1
cam1_f2023-06-02T10:30:18.043Z.jpg_3.png;Stage-2_Formwork-1
cam1_f2023-06-02T10:30:18.043Z.jpg_4.png;Stage-2_Formwork-1
cam1_f2023-06-02T10:30:18.043Z.jpg_5.png;Stage-2_Formwork-1
cam1_f2023-06-02T10:30:18.043Z.jpg_6.png;Stage-2_Formwork-1
cam1_f2023-06-02T10:30:18.043Z.jpg_7.png;Stage-2_Formwork-1
cam1_f2023-06-02T10:30:18.043Z.jpg_8.png;Stage-2_Formwork-1
cam1_f2023-06-02T10:30:18.043Z.jpg_9.png;Stage-1_Rebar
cam1_f2023-06-03T10:30:18.290Z.jpg_0.png;Stage-2_Formwork-1
cam1_f2023-06-03T10:30:18.290Z.jpg_1.png;Stage-2_Formwork-1
cam1_f2023-06-03T10:30:18.290Z.jpg_2.png;Stage-2_Formwork-1
cam1_f2023-06-03T10:30:18.290Z.jpg_3.png;Stage-2_Formwork-1
cam1_f2023-06-03T10:30:18.290Z.jpg_4.png;Stage-2_Formwork-1
cam1_f2023-06-03T10:30:18.290Z.jpg_5.png;Stage-2_Formwork-1
cam1_f2023-06-03T10:30:18.290Z.jpg_6.png;Stage-2_Formwork-1
cam1_f2023-06-03T10:30:18.290Z.jpg_7.png;Stage-2_Formwork-1
cam1_f2023-06-03T10:30:18.290Z.jpg_8.png;Stage-2_Formwork-1
cam1_f2023-06-03T10:30:18.290Z.jpg_9.png;Stage-1_Rebar
cam1_f2023-06-04T10:30:13.884Z.jpg_0.png;Stage-2_Formwork-1
cam1_f2023-06-04T10:30:13.884Z.jpg_1.png;Stage-2_Formwork-1
cam1_f2023-06-04T10:30:13.884Z.jpg_2.png;Stage-2_Formwork-1
cam1_f2023-06-04T10:30:13.884Z.jpg_3.png;Stage-2_Formwork-1
cam1_f2023-06-04T10:30:13.884Z.jpg_4.png;Stage-2_Formwork-1
cam1_f2023-06-04T10:30:13.884Z.jpg_5.png;Stage-2_Formwork-1
cam1_f2023-06-04T10:30:13.884Z.jpg_6.png;Stage-2_Formwork-1
cam1_f2023-06-04T10:30:13.884Z.jpg_7.png;Stage-2_Formwork-1
cam1_f2023-06-04T10:30:13.884Z.jpg_8.png;Stage-2_Formwork-1
cam1_f2023-06-04T10:30:13.884Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-05T10:30:19.308Z.jpg_0.png;Stage-2_Formwork-1
cam1_f2023-06-05T10:30:19.308Z.jpg_1.png;Stage-2_Formwork-1
cam1_f2023-06-05T10:30:19.308Z.jpg_2.png;Stage-2_Formwork-1
cam1_f2023-06-05T10:30:19.308Z.jpg_3.png;Stage-2_Formwork-1
cam1_f2023-06-05T10:30:19.308Z.jpg_4.png;Stage-2_Formwork-1
cam1_f2023-06-05T10:30:19.308Z.jpg_5.png;Stage-2_Formwork-1
cam1_f2023-06-05T10:30:19.308Z.jpg_6.png;Stage-2_Formwork-1
cam1_f2023-06-05T10:30:19.308Z.jpg_7.png;Stage-2_Formwork-1
cam1_f2023-06-05T10:30:19.308Z.jpg_8.png;Stage-2_Formwork-1
cam1_f2023-06-05T10:30:19.308Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-06T10:30:18.911Z.jpg_0.png;Stage-2_Formwork-1
cam1_f2023-06-06T10:30:18.911Z.jpg_1.png;Stage-2_Formwork-1
cam1_f2023-06-06T10:30:18.911Z.jpg_2.png;Stage-2_Formwork-1
cam1_f2023-06-06T10:30:18.911Z.jpg_3.png;Stage-2_Formwork-1
cam1_f2023-06-06T10:30:18.911Z.jpg_4.png;Stage-2_Formwork-1
cam1_f2023-06-06T10:30:18.911Z.jpg_5.png;Stage-2_Formwork-1
cam1_f2023-06-06T10:30:18.911Z.jpg_6.png;Stage-2_Formwork-1
cam1_f2023-06-06T10:30:18.911Z.jpg_7.png;Stage-2_Formwork-1
cam1_f2023-06-06T10:30:18.911Z.jpg_8.png;Stage-2_Formwork-1
cam1_f2023-06-06T10:30:18.911Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-07T10:30:16.031Z.jpg_0.png;Stage-2_Formwork-1
cam1_f2023-06-07T10:30:16.031Z.jpg_1.png;Stage-2_Formwork-1
cam1_f2023-06-07T10:30:16.031Z.jpg_2.png;Stage-2_Formwork-1
cam1_f2023-06-07T10:30:16.031Z.jpg_3.png;Stage-2_Formwork-1
cam1_f2023-06-07T10:30:16.031Z.jpg_4.png;Stage-3_Concrete-1
cam1_f2023-06-07T10:30:16.031Z.jpg_5.png;Stage-3_Concrete-1
cam1_f2023-06-07T10:30:16.031Z.jpg_6.png;Stage-3_Concrete-1
cam1_f2023-06-07T10:30:16.031Z.jpg_7.png;Stage-2_Formwork-1
cam1_f2023-06-07T10:30:16.031Z.jpg_8.png;Stage-3_Concrete-1
cam1_f2023-06-07T10:30:16.031Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-08T10:30:16.037Z.jpg_0.png;Stage-3_Concrete-1
cam1_f2023-06-08T10:30:16.037Z.jpg_1.png;Stage-3_Concrete-1
cam1_f2023-06-08T10:30:16.037Z.jpg_2.png;Stage-3_Concrete-1
cam1_f2023-06-08T10:30:16.037Z.jpg_3.png;Stage-3_Concrete-1
cam1_f2023-06-08T10:30:16.037Z.jpg_4.png;Stage-3_Concrete-1
cam1_f2023-06-08T10:30:16.037Z.jpg_5.png;Stage-3_Concrete-1
cam1_f2023-06-08T10:30:16.037Z.jpg_6.png;Stage-3_Concrete-1
cam1_f2023-06-08T10:30:16.037Z.jpg_7.png;Stage-3_Concrete-1
cam1_f2023-06-08T10:30:16.037Z.jpg_8.png;Stage-3_Concrete-1
cam1_f2023-06-08T10:30:16.037Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-09T10:30:15.108Z.jpg_0.png;Stage-3_Concrete-1
cam1_f2023-06-09T10:30:15.108Z.jpg_1.png;Stage-3_Concrete-1
cam1_f2023-06-09T10:30:15.108Z.jpg_2.png;Stage-3_Concrete-1
cam1_f2023-06-09T10:30:15.108Z.jpg_3.png;Stage-3_Concrete-1
cam1_f2023-06-09T10:30:15.108Z.jpg_4.png;Stage-3_Concrete-1
cam1_f2023-06-09T10:30:15.108Z.jpg_5.png;Stage-3_Concrete-1
cam1_f2023-06-09T10:30:15.108Z.jpg_6.png;Stage-3_Concrete-1
cam1_f2023-06-09T10:30:15.108Z.jpg_7.png;Stage-3_Concrete-1
cam1_f2023-06-09T10:30:15.108Z.jpg_8.png;Stage-3_Concrete-1
cam1_f2023-06-09T10:30:15.108Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-10T10:30:18.475Z.jpg_0.png;Stage-3_Concrete-1
cam1_f2023-06-10T10:30:18.475Z.jpg_1.png;Stage-3_Concrete-1
cam1_f2023-06-10T10:30:18.475Z.jpg_2.png;Stage-3_Concrete-1
cam1_f2023-06-10T10:30:18.475Z.jpg_3.png;Stage-3_Concrete-1
cam1_f2023-06-10T10:30:18.475Z.jpg_4.png;Stage-3_Concrete-1
cam1_f2023-06-10T10:30:18.475Z.jpg_5.png;Stage-3_Concrete-1
cam1_f2023-06-10T10:30:18.475Z.jpg_6.png;Stage-3_Concrete-1
cam1_f2023-06-10T10:30:18.475Z.jpg_7.png;Stage-3_Concrete-1
cam1_f2023-06-10T10:30:18.475Z.jpg_8.png;Stage-3_Concrete-1
cam1_f2023-06-10T10:30:18.475Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-11T10:30:10.090Z.jpg_0.png;Stage-3_Concrete-1
cam1_f2023-06-11T10:30:10.090Z.jpg_1.png;Stage-3_Concrete-1
cam1_f2023-06-11T10:30:10.090Z.jpg_2.png;Stage-3_Concrete-1
cam1_f2023-06-11T10:30:10.090Z.jpg_3.png;Stage-3_Concrete-1
cam1_f2023-06-11T10:30:10.090Z.jpg_4.png;Stage-3_Concrete-1
cam1_f2023-06-11T10:30:10.090Z.jpg_5.png;Stage-3_Concrete-1
cam1_f2023-06-11T10:30:10.090Z.jpg_6.png;Stage-3_Concrete-1
cam1_f2023-06-11T10:30:10.090Z.jpg_7.png;Stage-3_Concrete-1
cam1_f2023-06-11T10:30:10.090Z.jpg_8.png;Stage-3_Concrete-1
cam1_f2023-06-11T10:30:10.090Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-12T10:30:11.347Z.jpg_0.png;Stage-3_Concrete-1
cam1_f2023-06-12T10:30:11.347Z.jpg_1.png;Stage-3_Concrete-1
cam1_f2023-06-12T10:30:11.347Z.jpg_2.png;Stage-3_Concrete-1
cam1_f2023-06-12T10:30:11.347Z.jpg_3.png;Stage-3_Concrete-1
cam1_f2023-06-12T10:30:11.347Z.jpg_4.png;Stage-3_Concrete-1
cam1_f2023-06-12T10:30:11.347Z.jpg_5.png;Stage-3_Concrete-1
cam1_f2023-06-12T10:30:11.347Z.jpg_6.png;Stage-3_Concrete-1
cam1_f2023-06-12T10:30:11.347Z.jpg_7.png;Stage-3_Concrete-1
cam1_f2023-06-12T10:30:11.347Z.jpg_8.png;Stage-3_Concrete-1
cam1_f2023-06-12T10:30:11.347Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-13T10:30:11.766Z.jpg_0.png;Stage-3_Concrete-1
cam1_f2023-06-13T10:30:11.766Z.jpg_1.png;Stage-3_Concrete-1
cam1_f2023-06-13T10:30:11.766Z.jpg_2.png;Stage-3_Concrete-1
cam1_f2023-06-13T10:30:11.766Z.jpg_3.png;Stage-3_Concrete-1
cam1_f2023-06-13T10:30:11.766Z.jpg_4.png;Stage-3_Concrete-1
cam1_f2023-06-13T10:30:11.766Z.jpg_5.png;Stage-3_Concrete-1
cam1_f2023-06-13T10:30:11.766Z.jpg_6.png;Stage-3_Concrete-1
cam1_f2023-06-13T10:30:11.766Z.jpg_7.png;Stage-3_Concrete-1
cam1_f2023-06-13T10:30:11.766Z.jpg_8.png;Stage-3_Concrete-1
cam1_f2023-06-13T10:30:11.766Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-14T10:30:12.670Z.jpg_0.png;Stage-3_Concrete-1
cam1_f2023-06-14T10:30:12.670Z.jpg_1.png;Stage-3_Concrete-1
cam1_f2023-06-14T10:30:12.670Z.jpg_2.png;Stage-3_Concrete-1
cam1_f2023-06-14T10:30:12.670Z.jpg_3.png;Stage-3_Concrete-1
cam1_f2023-06-14T10:30:12.670Z.jpg_4.png;Stage-3_Concrete-1
cam1_f2023-06-14T10:30:12.670Z.jpg_5.png;Stage-3_Concrete-1
cam1_f2023-06-14T10:30:12.670Z.jpg_6.png;Stage-3_Concrete-1
cam1_f2023-06-14T10:30:12.670Z.jpg_7.png;Stage-3_Concrete-1
cam1_f2023-06-14T10:30:12.670Z.jpg_8.png;Stage-3_Concrete-1
cam1_f2023-06-14T10:30:12.670Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-15T10:30:14.220Z.jpg_0.png;Stage-3_Concrete-1
cam1_f2023-06-15T10:30:14.220Z.jpg_1.png;Stage-3_Concrete-1
cam1_f2023-06-15T10:30:14.220Z.jpg_2.png;Stage-3_Concrete-1
cam1_f2023-06-15T10:30:14.220Z.jpg_3.png;Stage-3_Concrete-1
cam1_f2023-06-15T10:30:14.220Z.jpg_4.png;Stage-4_Formwork-2
cam1_f2023-06-15T10:30:14.220Z.jpg_5.png;Stage-4_Formwork-2
cam1_f2023-06-15T10:30:14.220Z.jpg_6.png;Stage-4_Formwork-2
cam1_f2023-06-15T10:30:14.220Z.jpg_7.png;Stage-3_Concrete-1
cam1_f2023-06-15T10:30:14.220Z.jpg_8.png;Stage-4_Formwork-2
cam1_f2023-06-15T10:30:14.220Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-16T10:30:12.579Z.jpg_0.png;Stage-3_Concrete-1
cam1_f2023-06-16T10:30:12.579Z.jpg_1.png;Stage-3_Concrete-1
cam1_f2023-06-16T10:30:12.579Z.jpg_2.png;Stage-3_Concrete-1
cam1_f2023-06-16T10:30:12.579Z.jpg_3.png;Stage-3_Concrete-1
cam1_f2023-06-16T10:30:12.579Z.jpg_4.png;Stage-4_Formwork-2
cam1_f2023-06-16T10:30:12.579Z.jpg_5.png;Stage-4_Formwork-2
cam1_f2023-06-16T10:30:12.579Z.jpg_6.png;Stage-4_Formwork-2
cam1_f2023-06-16T10:30:12.579Z.jpg_7.png;Stage-3_Concrete-1
cam1_f2023-06-16T10:30:12.579Z.jpg_8.png;Stage-4_Formwork-2
cam1_f2023-06-16T10:30:12.579Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-17T10:30:11.853Z.jpg_0.png;Stage-4_Formwork-2
cam1_f2023-06-17T10:30:11.853Z.jpg_1.png;Stage-4_Formwork-2
cam1_f2023-06-17T10:30:11.853Z.jpg_2.png;Stage-4_Formwork-2
cam1_f2023-06-17T10:30:11.853Z.jpg_3.png;Stage-4_Formwork-2
cam1_f2023-06-17T10:30:11.853Z.jpg_4.png;Stage-4_Formwork-2
cam1_f2023-06-17T10:30:11.853Z.jpg_5.png;Stage-5_Concrete-2
cam1_f2023-06-17T10:30:11.853Z.jpg_6.png;Stage-5_Concrete-2
cam1_f2023-06-17T10:30:11.853Z.jpg_7.png;Stage-4_Formwork-2
cam1_f2023-06-17T10:30:11.853Z.jpg_8.png;Stage-5_Concrete-2
cam1_f2023-06-17T10:30:11.853Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-18T10:30:10.762Z.jpg_0.png;Stage-4_Formwork-2
cam1_f2023-06-18T10:30:10.762Z.jpg_1.png;Stage-4_Formwork-2
cam1_f2023-06-18T10:30:10.762Z.jpg_2.png;Stage-4_Formwork-2
cam1_f2023-06-18T10:30:10.762Z.jpg_3.png;Stage-4_Formwork-2
cam1_f2023-06-18T10:30:10.762Z.jpg_4.png;Stage-5_Concrete-2
cam1_f2023-06-18T10:30:10.762Z.jpg_5.png;Stage-5_Concrete-2
cam1_f2023-06-18T10:30:10.762Z.jpg_6.png;Stage-5_Concrete-2
cam1_f2023-06-18T10:30:10.762Z.jpg_7.png;Stage-4_Formwork-2
cam1_f2023-06-18T10:30:10.762Z.jpg_8.png;Stage-5_Concrete-2
cam1_f2023-06-18T10:30:10.762Z.jpg_9.png;Stage-2_Formwork-1
cam1_f2023-06-19T10:30:20.030Z.jpg_0.png;Stage-4_Formwork-2
cam1_f2023-06-19T10:30:20.030Z.jpg_1.png;Stage-4_Formwork-2
cam1_f2023-06-19T10:30:20.030Z.jpg_2.png;Stage-4_Formwork-2
cam1_f2023-06-19T10:30:20.030Z.jpg_3.png;Stage-4_Formwork-2
cam1_f2023-06-19T10:30:20.030Z.jpg_4.png;Stage-5_Concrete-2
cam1_f2023-06-19T10:30:20.030Z.jpg_5.png;Stage-5_Concrete-2
cam1_f2023-06-19T10:30:20.030Z.jpg_6.png;Stage-5_Concrete-2
cam1_f2023-06-19T10:30:20.030Z.jpg_7.png;Stage-4_Formwork-2
cam1_f2023-06-19T10:30:20.030Z.jpg_8.png;Stage-5_Concrete-2
cam1_f2023-06-19T10:30:20.030Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-06-20T10:30:10.906Z.jpg_0.png;Stage-5_Concrete-2
cam1_f2023-06-20T10:30:10.906Z.jpg_1.png;Stage-5_Concrete-2
cam1_f2023-06-20T10:30:10.906Z.jpg_2.png;Stage-5_Concrete-2
cam1_f2023-06-20T10:30:10.906Z.jpg_3.png;Stage-5_Concrete-2
cam1_f2023-06-20T10:30:10.906Z.jpg_4.png;Stage-5_Concrete-2
cam1_f2023-06-20T10:30:10.906Z.jpg_5.png;Stage-5_Concrete-2
cam1_f2023-06-20T10:30:10.906Z.jpg_6.png;Stage-5_Concrete-2
cam1_f2023-06-20T10:30:10.906Z.jpg_7.png;Stage-4_Formwork-2
cam1_f2023-06-20T10:30:10.906Z.jpg_8.png;Stage-5_Concrete-2
cam1_f2023-06-20T10:30:10.906Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-06-21T10:30:16.086Z.jpg_0.png;Stage-5_Concrete-2
cam1_f2023-06-21T10:30:16.086Z.jpg_1.png;Stage-5_Concrete-2
cam1_f2023-06-21T10:30:16.086Z.jpg_2.png;Stage-5_Concrete-2
cam1_f2023-06-21T10:30:16.086Z.jpg_3.png;Stage-5_Concrete-2
cam1_f2023-06-21T10:30:16.086Z.jpg_4.png;Stage-5_Concrete-2
cam1_f2023-06-21T10:30:16.086Z.jpg_5.png;Stage-5_Concrete-2
cam1_f2023-06-21T10:30:16.086Z.jpg_6.png;Stage-5_Concrete-2
cam1_f2023-06-21T10:30:16.086Z.jpg_7.png;Stage-4_Formwork-2
cam1_f2023-06-21T10:30:16.086Z.jpg_8.png;Stage-5_Concrete-2
cam1_f2023-06-21T10:30:16.086Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-06-22T10:30:11.308Z.jpg_0.png;Stage-5_Concrete-2
cam1_f2023-06-22T10:30:11.308Z.jpg_1.png;Stage-5_Concrete-2
cam1_f2023-06-22T10:30:11.308Z.jpg_2.png;Stage-5_Concrete-2
cam1_f2023-06-22T10:30:11.308Z.jpg_3.png;Stage-5_Concrete-2
cam1_f2023-06-22T10:30:11.308Z.jpg_4.png;Stage-5_Concrete-2
cam1_f2023-06-22T10:30:11.308Z.jpg_5.png;Stage-5_Concrete-2
cam1_f2023-06-22T10:30:11.308Z.jpg_6.png;Stage-5_Concrete-2
cam1_f2023-06-22T10:30:11.308Z.jpg_7.png;Stage-5_Concrete-2
cam1_f2023-06-22T10:30:11.308Z.jpg_8.png;Stage-5_Concrete-2
cam1_f2023-06-22T10:30:11.308Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-06-23T10:30:13.522Z.jpg_0.png;Stage-5_Concrete-2
cam1_f2023-06-23T10:30:13.522Z.jpg_1.png;Stage-5_Concrete-2
cam1_f2023-06-23T10:30:13.522Z.jpg_2.png;Stage-5_Concrete-2
cam1_f2023-06-23T10:30:13.522Z.jpg_3.png;Stage-5_Concrete-2
cam1_f2023-06-23T10:30:13.522Z.jpg_4.png;Stage-5_Concrete-2
cam1_f2023-06-23T10:30:13.522Z.jpg_5.png;Stage-5_Concrete-2
cam1_f2023-06-23T10:30:13.522Z.jpg_6.png;Stage-5_Concrete-2
cam1_f2023-06-23T10:30:13.522Z.jpg_7.png;Stage-5_Concrete-2
cam1_f2023-06-23T10:30:13.522Z.jpg_8.png;Stage-5_Concrete-2
cam1_f2023-06-23T10:30:13.522Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-06-24T10:30:22.023Z.jpg_0.png;Stage-5_Concrete-2
cam1_f2023-06-24T10:30:22.023Z.jpg_1.png;Stage-6_Soil
cam1_f2023-06-24T10:30:22.023Z.jpg_2.png;Stage-5_Concrete-2
cam1_f2023-06-24T10:30:22.023Z.jpg_3.png;Stage-6_Soil
cam1_f2023-06-24T10:30:22.023Z.jpg_4.png;Stage-6_Soil
cam1_f2023-06-24T10:30:22.023Z.jpg_5.png;Stage-5_Concrete-2
cam1_f2023-06-24T10:30:22.023Z.jpg_6.png;Stage-5_Concrete-2
cam1_f2023-06-24T10:30:22.023Z.jpg_7.png;Stage-5_Concrete-2
cam1_f2023-06-24T10:30:22.023Z.jpg_8.png;Stage-5_Concrete-2
cam1_f2023-06-24T10:30:22.023Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-06-25T10:30:20.246Z.jpg_0.png;Stage-6_Soil
cam1_f2023-06-25T10:30:20.246Z.jpg_1.png;Stage-6_Soil
cam1_f2023-06-25T10:30:20.246Z.jpg_2.png;Stage-6_Soil
cam1_f2023-06-25T10:30:20.246Z.jpg_3.png;Stage-6_Soil
cam1_f2023-06-25T10:30:20.246Z.jpg_4.png;Stage-6_Soil
cam1_f2023-06-25T10:30:20.246Z.jpg_5.png;Stage-6_Soil
cam1_f2023-06-25T10:30:20.246Z.jpg_6.png;Stage-6_Soil
cam1_f2023-06-25T10:30:20.246Z.jpg_7.png;Stage-6_Soil
cam1_f2023-06-25T10:30:20.246Z.jpg_8.png;Stage-5_Concrete-2
cam1_f2023-06-25T10:30:20.246Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-06-26T10:30:20.516Z.jpg_0.png;Stage-6_Soil
cam1_f2023-06-26T10:30:20.516Z.jpg_1.png;Stage-6_Soil
cam1_f2023-06-26T10:30:20.516Z.jpg_2.png;Stage-6_Soil
cam1_f2023-06-26T10:30:20.516Z.jpg_3.png;Stage-6_Soil
cam1_f2023-06-26T10:30:20.516Z.jpg_4.png;Stage-6_Soil
cam1_f2023-06-26T10:30:20.516Z.jpg_5.png;Stage-6_Soil
cam1_f2023-06-26T10:30:20.516Z.jpg_6.png;Stage-6_Soil
cam1_f2023-06-26T10:30:20.516Z.jpg_7.png;Stage-6_Soil
cam1_f2023-06-26T10:30:20.516Z.jpg_8.png;Stage-5_Concrete-2
cam1_f2023-06-26T10:30:20.516Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-06-27T10:30:12.837Z.jpg_0.png;Stage-6_Soil
cam1_f2023-06-27T10:30:12.837Z.jpg_1.png;Stage-6_Soil
cam1_f2023-06-27T10:30:12.837Z.jpg_2.png;Stage-6_Soil
cam1_f2023-06-27T10:30:12.837Z.jpg_3.png;Stage-6_Soil
cam1_f2023-06-27T10:30:12.837Z.jpg_4.png;Stage-6_Soil
cam1_f2023-06-27T10:30:12.837Z.jpg_5.png;Stage-6_Soil
cam1_f2023-06-27T10:30:12.837Z.jpg_6.png;Stage-6_Soil
cam1_f2023-06-27T10:30:12.837Z.jpg_7.png;Stage-6_Soil
cam1_f2023-06-27T10:30:12.837Z.jpg_8.png;Stage-6_Soil
cam1_f2023-06-27T10:30:12.837Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-06-29T05:00:12.668Z.jpg_0.png;Stage-6_Soil
cam1_f2023-06-29T05:00:12.668Z.jpg_1.png;Stage-6_Soil
cam1_f2023-06-29T05:00:12.668Z.jpg_2.png;Stage-6_Soil
cam1_f2023-06-29T05:00:12.668Z.jpg_3.png;Stage-6_Soil
cam1_f2023-06-29T05:00:12.668Z.jpg_4.png;Stage-6_Soil
cam1_f2023-06-29T05:00:12.668Z.jpg_5.png;Stage-6_Soil
cam1_f2023-06-29T05:00:12.668Z.jpg_6.png;Stage-6_Soil
cam1_f2023-06-29T05:00:12.668Z.jpg_7.png;Stage-6_Soil
cam1_f2023-06-29T05:00:12.668Z.jpg_8.png;Stage-6_Soil
cam1_f2023-06-29T05:00:12.668Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-06-30T05:00:15.439Z.jpg_0.png;Stage-6_Soil
cam1_f2023-06-30T05:00:15.439Z.jpg_1.png;Stage-6_Soil
cam1_f2023-06-30T05:00:15.439Z.jpg_2.png;Stage-6_Soil
cam1_f2023-06-30T05:00:15.439Z.jpg_3.png;Stage-6_Soil
cam1_f2023-06-30T05:00:15.439Z.jpg_4.png;Stage-6_Soil
cam1_f2023-06-30T05:00:15.439Z.jpg_5.png;Stage-6_Soil
cam1_f2023-06-30T05:00:15.439Z.jpg_6.png;Stage-6_Soil
cam1_f2023-06-30T05:00:15.439Z.jpg_7.png;Stage-6_Soil
cam1_f2023-06-30T05:00:15.439Z.jpg_8.png;Stage-6_Soil
cam1_f2023-06-30T05:00:15.439Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-07-01T05:00:13.694Z.jpg_0.png;Stage-6_Soil
cam1_f2023-07-01T05:00:13.694Z.jpg_1.png;Stage-6_Soil
cam1_f2023-07-01T05:00:13.694Z.jpg_2.png;Stage-6_Soil
cam1_f2023-07-01T05:00:13.694Z.jpg_3.png;Stage-6_Soil
cam1_f2023-07-01T05:00:13.694Z.jpg_4.png;Stage-6_Soil
cam1_f2023-07-01T05:00:13.694Z.jpg_5.png;Stage-6_Soil
cam1_f2023-07-01T05:00:13.694Z.jpg_6.png;Stage-6_Soil
cam1_f2023-07-01T05:00:13.694Z.jpg_7.png;Stage-6_Soil
cam1_f2023-07-01T05:00:13.694Z.jpg_8.png;Stage-6_Soil
cam1_f2023-07-01T05:00:13.694Z.jpg_9.png;Stage-3_Concrete-1
cam1_f2023-07-02T05:00:16.635Z.jpg_0.png;Stage-6_Soil
cam1_f2023-07-02T05:00:16.635Z.jpg_1.png;Stage-6_Soil
cam1_f2023-07-02T05:00:16.635Z.jpg_2.png;Stage-6_Soil
cam1_f2023-07-02T05:00:16.635Z.jpg_3.png;Stage-6_Soil
cam1_f2023-07-02T05:00:16.635Z.jpg_4.png;Stage-6_Soil
cam1_f2023-07-02T05:00:16.635Z.jpg_5.png;Stage-6_Soil
cam1_f2023-07-02T05:00:16.635Z.jpg_6.png;Stage-6_Soil
cam1_f2023-07-02T05:00:16.635Z.jpg_7.png;Stage-6_Soil
cam1_f2023-07-02T05:00:16.635Z.jpg_8.png;Stage-6_Soil
cam1_f2023-07-02T05:00:16.635Z.jpg_9.png;Stage-3_Concrete-1
